id,title,price,currency,state_name,shipping_free,logistic_type,seller_status,condition,permalink,storage_gb,model_type,median_segment,is_anomaly
MLA9915131884,iphone 15 plus 512gb,1389701,ARS,Buenos Aires,True,self_service,platinum,new,https://articulo.mercadolibre.com.ar/fake,512,Plus,1321646.0,False
MLA5475033655,iphone 15 pro max 256gb garantia oficial,673525,ARS,Mendoza,True,self_service,silver,new,https://articulo.mercadolibre.com.ar/fake,256,Pro Max,1718120.0,True
MLA6874402520,iphone 15 plus 128gb full,1056201,ARS,Córdoba,False,self_service,platinum,new,https://articulo.mercadolibre.com.ar/fake,128,Plus,1097874.0,False
MLA6991980982,iphone 15 pro 512gb envio gratis,1714313,ARS,CABA,True,fulfillment,gold,new,https://articulo.mercadolibre.com.ar/fake,512,Pro,1805847.5,False
MLA1624317720,iphone 15 pro max 128gb oferta,765173,ARS,Buenos Aires,True,self_service,platinum,new,https://articulo.mercadolibre.com.ar/fake,128,Pro Max,1367461.0,True
MLA3171739632,iphone 15 pro max 128gb libre,710135,ARS,Santa Fe,True,self_service,gold,new,https://articulo.mercadolibre.com.ar/fake,128,Pro Max,1367461.0,True
MLA8948697502,iphone 15 plus 512gb oferta,1319525,ARS,Salta,False,self_service,silver,new,https://articulo.mercadolibre.com.ar/fake,512,Plus,1321646.0,False
MLA4530771631,iphone 15 plus 128gb envio gratis,1083481,ARS,Córdoba,True,self_service,,new,https://articulo.mercadolibre.com.ar/fake,128,Plus,1097874.0,False
MLA3444540351,iphone 15 pro 256gb,2613061,ARS,Mendoza,False,self_service,silver,new,https://articulo.mercadolibre.com.ar/fake,256,Pro,1495382.5,False
MLA9724786756,iphone 15 pro 256gb envio gratis,861784,ARS,Mendoza,True,fulfillment,gold,new,https://articulo.mercadolibre.com.ar/fake,256,Pro,1495382.5,True
MLA8073801928,iphone 15 plus 128gb,1083814,ARS,Santa Fe,True,self_service,gold,new,https://articulo.mercadolibre.com.ar/fake,128,Plus,1097874.0,False
MLA1959609178,iphone 15 pro 128gb nuevo sellado,1275471,ARS,Mendoza,True,fulfillment,platinum,new,https://articulo.mercadolibre.com.ar/fake,128,Pro,1285616.5,False
MLA2178915970,iphone 15 base 512gb envio gratis,1163760,ARS,Buenos Aires,False,fulfillment,platinum,new,https://articulo.mercadolibre.com.ar/fake,512,Base,1425569.0,False
MLA5030801417,iphone 15 pro 128gb nuevo sellado,1185128,ARS,Santa Fe,False,fulfillment,platinum,new,https://articulo.mercadolibre.com.ar/fake,128,Pro,1285616.5,False
MLA5628651128,iphone 15 pro max 256gb libre,1809559,ARS,Córdoba,False,fulfillment,platinum,new,https://articulo.mercadolibre.com.ar/fake,256,Pro Max,1718120.0,False
MLA3593080392,iphone 15 base 512gb oferta,1382672,ARS,CABA,False,fulfillment,gold,new,https://articulo.mercadolibre.com.ar/fake,512,Base,1425569.0,False
MLA6508158473,iphone 15 base 512gb full,1735757,ARS,Buenos Aires,False,fulfillment,silver,new,https://articulo.mercadolibre.com.ar/fake,512,Base,1425569.0,False
MLA4603850838,iphone 15 base 256gb full,1188782,ARS,Mendoza,False,fulfillment,silver,new,https://articulo.mercadolibre.com.ar/fake,256,Base,1040328.0,False
MLA3829001302,iphone 15 pro 128gb libre,1296014,ARS,Santa Fe,False,fulfillment,silver,new,https://articulo.mercadolibre.com.ar/fake,128,Pro,1285616.5,False
MLA9206807044,iphone 15 pro max 128gb libre,1392814,ARS,Córdoba,False,fulfillment,gold,new,https://articulo.mercadolibre.com.ar/fake,128,Pro Max,1367461.0,False
MLA7249692308,iphone 15 plus 128gb garantia oficial,462896,ARS,Santa Fe,True,self_service,,new,https://articulo.mercadolibre.com.ar/fake,128,Plus,1097874.0,True
MLA5625255189,iphone 15 base 256gb oferta,956669,ARS,Mendoza,True,fulfillment,,new,https://articulo.mercadolibre.com.ar/fake,256,Base,1040328.0,False
MLA4544887059,iphone 15 base 512gb oferta,1792805,ARS,CABA,True,fulfillment,,new,https://articulo.mercadolibre.com.ar/fake,512,Base,1425569.0,False
MLA9954632010,iphone 15 plus 256gb,2278664,ARS,Mendoza,True,fulfillment,silver,new,https://articulo.mercadolibre.com.ar/fake,256,Plus,1291797.0,False
MLA6264977382,iphone 15 pro max 256gb garantia oficial,1802247,ARS,Mendoza,False,fulfillment,platinum,new,https://articulo.mercadolibre.com.ar/fake,256,Pro Max,1718120.0,False
MLA2089850857,iphone 15 plus 256gb envio gratis,2308027,ARS,Santa Fe,False,self_service,gold,new,https://articulo.mercadolibre.com.ar/fake,256,Plus,1291797.0,False
MLA6373351645,iphone 15 base 512gb full,1417685,ARS,CABA,True,fulfillment,silver,new,https://articulo.mercadolibre.com.ar/fake,512,Base,1425569.0,False
MLA1765674621,iphone 15 base 512gb garantia oficial,1363309,ARS,Mendoza,True,fulfillment,platinum,new,https://articulo.mercadolibre.com.ar/fake,512,Base,1425569.0,False
MLA5445431260,iphone 15 plus 256gb envio gratis,1336376,ARS,Buenos Aires,True,self_service,,new,https://articulo.mercadolibre.com.ar/fake,256,Plus,1291797.0,False
MLA1778055547,iphone 15 pro 128gb libre,1263528,ARS,Santa Fe,False,fulfillment,silver,new,https://articulo.mercadolibre.com.ar/fake,128,Pro,1285616.5,False
MLA8062205753,iphone 15 pro 512gb envio gratis,2786686,ARS,Salta,False,fulfillment,platinum,new,https://articulo.mercadolibre.com.ar/fake,512,Pro,1805847.5,False
MLA6208757639,iphone 15 base 128gb libre,956543,ARS,Salta,True,fulfillment,,new,https://articulo.mercadolibre.com.ar/fake,128,Base,899560.0,False
MLA3311363831,iphone 15 pro max 512gb libre,2383742,ARS,Córdoba,False,self_service,gold,new,https://articulo.mercadolibre.com.ar/fake,512,Pro Max,2094279.0,False
MLA8221879729,iphone 15 pro 512gb garantia oficial,1530988,ARS,Mendoza,False,fulfillment,platinum,new,https://articulo.mercadolibre.com.ar/fake,512,Pro,1805847.5,False
MLA3219529249,iphone 15 pro max 512gb nuevo sellado,2275983,ARS,CABA,False,fulfillment,platinum,new,https://articulo.mercadolibre.com.ar/fake,512,Pro Max,2094279.0,False
MLA8207939336,iphone 15 pro 512gb libre,1856784,ARS,Santa Fe,True,fulfillment,silver,new,https://articulo.mercadolibre.com.ar/fake,512,Pro,1805847.5,False
MLA2173295686,iphone 15 pro 256gb,1355627,ARS,Santa Fe,False,self_service,platinum,new,https://articulo.mercadolibre.com.ar/fake,256,Pro,1495382.5,False
MLA1152288374,iphone 15 pro max 128gb full,1423230,ARS,Santa Fe,True,fulfillment,silver,new,https://articulo.mercadolibre.com.ar/fake,128,Pro Max,1367461.0,False
MLA6610984903,iphone 15 pro max 512gb oferta,2172113,ARS,Buenos Aires,True,fulfillment,silver,new,https://articulo.mercadolibre.com.ar/fake,512,Pro Max,2094279.0,False
MLA2733034954,iphone 15 pro max 256gb nuevo sellado,1469994,ARS,Córdoba,False,self_service,platinum,new,https://articulo.mercadolibre.com.ar/fake,256,Pro Max,1718120.0,False
MLA3802272420,iphone 15 pro max 256gb oferta,1851717,ARS,Santa Fe,False,self_service,silver,new,https://articulo.mercadolibre.com.ar/fake,256,Pro Max,1718120.0,False
MLA5263895777,iphone 15 plus 256gb libre,1177657,ARS,Buenos Aires,True,self_service,gold,new,https://articulo.mercadolibre.com.ar/fake,256,Plus,1291797.0,False
MLA2671333561,iphone 15 base 512gb envio gratis,1725977,ARS,Córdoba,True,fulfillment,gold,new,https://articulo.mercadolibre.com.ar/fake,512,Base,1425569.0,False
MLA6390090801,iphone 15 base 128gb,851570,ARS,Buenos Aires,False,self_service,silver,new,https://articulo.mercadolibre.com.ar/fake,128,Base,899560.0,False
MLA4203745517,iphone 15 pro max 256gb,1942997,ARS,Salta,True,fulfillment,,new,https://articulo.mercadolibre.com.ar/fake,256,Pro Max,1718120.0,False
MLA9469589519,iphone 15 plus 128gb libre,1048126,ARS,Salta,True,self_service,,new,https://articulo.mercadolibre.com.ar/fake,128,Plus,1097874.0,False
MLA6989871689,iphone 15 pro max 128gb full,1452626,ARS,Córdoba,False,fulfillment,silver,new,https://articulo.mercadolibre.com.ar/fake,128,Pro Max,1367461.0,False
MLA1213860648,iphone 15 pro 128gb full,1277707,ARS,Buenos Aires,True,fulfillment,gold,new,https://articulo.mercadolibre.com.ar/fake,128,Pro,1285616.5,False
MLA4527612465,iphone 15 plus 128gb,1137961,ARS,Salta,True,fulfillment,silver,new,https://articulo.mercadolibre.com.ar/fake,128,Plus,1097874.0,False
MLA2946312885,iphone 15 pro max 512gb,2385485,ARS,Salta,True,fulfillment,platinum,new,https://articulo.mercadolibre.com.ar/fake,512,Pro Max,2094279.0,False
MLA8353090867,iphone 15 pro max 128gb nuevo sellado,2356704,ARS,Buenos Aires,False,self_service,silver,new,https://articulo.mercadolibre.com.ar/fake,128,Pro Max,1367461.0,False
MLA6976963525,iphone 15 pro 256gb nuevo sellado,1677901,ARS,CABA,False,self_service,,new,https://articulo.mercadolibre.com.ar/fake,256,Pro,1495382.5,False
MLA6266843021,iphone 15 pro 256gb libre,1608431,ARS,Mendoza,False,fulfillment,silver,new,https://articulo.mercadolibre.com.ar/fake,256,Pro,1495382.5,False
MLA5095190512,iphone 15 pro 512gb libre,1861080,ARS,Santa Fe,True,self_service,gold,new,https://articulo.mercadolibre.com.ar/fake,512,Pro,1805847.5,False
MLA5883936497,iphone 15 plus 256gb full,1422037,ARS,Mendoza,False,self_service,gold,new,https://articulo.mercadolibre.com.ar/fake,256,Plus,1291797.0,False
MLA8623187280,iphone 15 plus 512gb,775738,ARS,Mendoza,False,fulfillment,platinum,new,https://articulo.mercadolibre.com.ar/fake,512,Plus,1321646.0,True
MLA2358263800,iphone 15 pro max 128gb,1713208,ARS,CABA,False,self_service,gold,new,https://articulo.mercadolibre.com.ar/fake,128,Pro Max,1367461.0,False
MLA4219580572,iphone 15 pro max 128gb envio gratis,1555956,ARS,Santa Fe,False,fulfillment,platinum,new,https://articulo.mercadolibre.com.ar/fake,128,Pro Max,1367461.0,False
MLA6382980723,iphone 15 plus 256gb,1150683,ARS,Santa Fe,False,self_service,gold,new,https://articulo.mercadolibre.com.ar/fake,256,Plus,1291797.0,False
MLA2422018153,iphone 15 pro max 128gb full,1293358,ARS,Córdoba,True,fulfillment,gold,new,https://articulo.mercadolibre.com.ar/fake,128,Pro Max,1367461.0,False
MLA8640481870,iphone 15 pro 256gb,824553,ARS,Buenos Aires,False,fulfillment,,new,https://articulo.mercadolibre.com.ar/fake,256,Pro,1495382.5,True
MLA2653754413,iphone 15 pro 256gb,1459355,ARS,Mendoza,True,fulfillment,platinum,new,https://articulo.mercadolibre.com.ar/fake,256,Pro,1495382.5,False
MLA6817318670,iphone 15 pro 128gb full,1317453,ARS,Salta,False,fulfillment,silver,new,https://articulo.mercadolibre.com.ar/fake,128,Pro,1285616.5,False
MLA9546246203,iphone 15 pro 512gb oferta,1709714,ARS,Buenos Aires,False,self_service,gold,new,https://articulo.mercadolibre.com.ar/fake,512,Pro,1805847.5,False
MLA8943752825,iphone 15 plus 512gb garantia oficial,1282603,ARS,Mendoza,False,fulfillment,gold,new,https://articulo.mercadolibre.com.ar/fake,512,Plus,1321646.0,False
MLA2733348840,iphone 15 plus 256gb libre,2370192,ARS,Buenos Aires,False,fulfillment,,new,https://articulo.mercadolibre.com.ar/fake,256,Plus,1291797.0,False
MLA9678100166,iphone 15 pro 512gb full,1819766,ARS,Córdoba,True,fulfillment,platinum,new,https://articulo.mercadolibre.com.ar/fake,512,Pro,1805847.5,False
MLA9303878190,iphone 15 base 512gb full,950159,ARS,CABA,True,fulfillment,platinum,new,https://articulo.mercadolibre.com.ar/fake,512,Base,1425569.0,True
MLA1524868884,iphone 15 base 256gb envio gratis,924561,ARS,Mendoza,True,self_service,,new,https://articulo.mercadolibre.com.ar/fake,256,Base,1040328.0,False
MLA2426072963,iphone 15 pro 128gb,1246899,ARS,Santa Fe,False,self_service,platinum,new,https://articulo.mercadolibre.com.ar/fake,128,Pro,1285616.5,False
MLA3344419326,iphone 15 pro 128gb oferta,1300388,ARS,Salta,True,self_service,,new,https://articulo.mercadolibre.com.ar/fake,128,Pro,1285616.5,False
MLA6459590389,iphone 15 plus 128gb garantia oficial,1005161,ARS,Buenos Aires,True,self_service,gold,new,https://articulo.mercadolibre.com.ar/fake,128,Plus,1097874.0,False
MLA7379697876,iphone 15 plus 512gb nuevo sellado,1484340,ARS,CABA,True,self_service,silver,new,https://articulo.mercadolibre.com.ar/fake,512,Plus,1321646.0,False
MLA8577635331,iphone 15 pro 256gb,1460779,ARS,Buenos Aires,True,fulfillment,gold,new,https://articulo.mercadolibre.com.ar/fake,256,Pro,1495382.5,False
MLA3533799878,iphone 15 pro max 256gb garantia oficial,1009057,ARS,Córdoba,False,self_service,silver,new,https://articulo.mercadolibre.com.ar/fake,256,Pro Max,1718120.0,True
MLA5256193258,iphone 15 base 256gb envio gratis,943449,ARS,Mendoza,False,fulfillment,silver,new,https://articulo.mercadolibre.com.ar/fake,256,Base,1040328.0,False
MLA7621384463,iphone 15 base 256gb oferta,1085599,ARS,Salta,False,fulfillment,,new,https://articulo.mercadolibre.com.ar/fake,256,Base,1040328.0,False
MLA1504777359,iphone 15 base 128gb,803474,ARS,CABA,True,fulfillment,gold,new,https://articulo.mercadolibre.com.ar/fake,128,Base,899560.0,False
MLA6446951510,iphone 15 plus 256gb oferta,2241606,ARS,CABA,False,fulfillment,silver,new,https://articulo.mercadolibre.com.ar/fake,256,Plus,1291797.0,False
MLA2400465977,iphone 15 plus 256gb nuevo sellado,1404844,ARS,CABA,False,self_service,,new,https://articulo.mercadolibre.com.ar/fake,256,Plus,1291797.0,False
MLA4522340983,iphone 15 pro 128gb,563528,ARS,CABA,False,fulfillment,,new,https://articulo.mercadolibre.com.ar/fake,128,Pro,1285616.5,True
MLA4907049225,iphone 15 pro max 128gb,972693,ARS,Salta,True,self_service,,new,https://articulo.mercadolibre.com.ar/fake,128,Pro Max,1367461.0,False
MLA1640060233,iphone 15 pro max 256gb,1499181,ARS,Buenos Aires,True,self_service,platinum,new,https://articulo.mercadolibre.com.ar/fake,256,Pro Max,1718120.0,False
MLA1664021526,iphone 15 base 512gb oferta,2095277,ARS,Mendoza,False,self_service,silver,new,https://articulo.mercadolibre.com.ar/fake,512,Base,1425569.0,False
MLA4274454787,iphone 15 base 256gb,1045302,ARS,Santa Fe,True,fulfillment,silver,new,https://articulo.mercadolibre.com.ar/fake,256,Base,1040328.0,False
MLA1959363652,iphone 15 pro max 256gb,1819141,ARS,CABA,False,self_service,,new,https://articulo.mercadolibre.com.ar/fake,256,Pro Max,1718120.0,False
MLA9559895835,iphone 15 base 128gb nuevo sellado,820541,ARS,Mendoza,True,self_service,silver,new,https://articulo.mercadolibre.com.ar/fake,128,Base,899560.0,False
MLA1861003242,iphone 15 pro 512gb envio gratis,1814357,ARS,Mendoza,False,self_service,silver,new,https://articulo.mercadolibre.com.ar/fake,512,Pro,1805847.5,False
MLA6860872010,iphone 15 pro 512gb libre,1921474,ARS,Mendoza,True,fulfillment,,new,https://articulo.mercadolibre.com.ar/fake,512,Pro,1805847.5,False
MLA6104354739,iphone 15 base 256gb nuevo sellado,1153979,ARS,Santa Fe,True,fulfillment,gold,new,https://articulo.mercadolibre.com.ar/fake,256,Base,1040328.0,False
MLA4294331263,iphone 15 pro 512gb nuevo sellado,2061099,ARS,Santa Fe,True,self_service,,new,https://articulo.mercadolibre.com.ar/fake,512,Pro,1805847.5,False
MLA7807815564,iphone 15 plus 128gb,952987,ARS,Salta,False,fulfillment,platinum,new,https://articulo.mercadolibre.com.ar/fake,128,Plus,1097874.0,False
MLA2407011854,iphone 15 pro 128gb envio gratis,1284149,ARS,CABA,False,self_service,gold,new,https://articulo.mercadolibre.com.ar/fake,128,Pro,1285616.5,False
MLA4455477159,iphone 15 pro 128gb libre,1479395,ARS,Santa Fe,False,self_service,gold,new,https://articulo.mercadolibre.com.ar/fake,128,Pro,1285616.5,False
MLA1562797815,iphone 15 pro 256gb full,1711025,ARS,Mendoza,False,self_service,silver,new,https://articulo.mercadolibre.com.ar/fake,256,Pro,1495382.5,False
MLA1689854668,iphone 15 pro max 512gb envio gratis,1954632,ARS,Santa Fe,True,self_service,,new,https://articulo.mercadolibre.com.ar/fake,512,Pro Max,2094279.0,False
MLA6071717777,iphone 15 pro 512gb envio gratis,1664400,ARS,Buenos Aires,False,self_service,gold,new,https://articulo.mercadolibre.com.ar/fake,512,Pro,1805847.5,False
MLA5776168441,iphone 15 base 128gb nuevo sellado,876025,ARS,Santa Fe,False,self_service,silver,new,https://articulo.mercadolibre.com.ar/fake,128,Base,899560.0,False
MLA6972097659,iphone 15 pro 512gb libre,2024186,ARS,Salta,True,self_service,platinum,new,https://articulo.mercadolibre.com.ar/fake,512,Pro,1805847.5,False
MLA6548167578,iphone 15 plus 512gb garantia oficial,2355212,ARS,CABA,False,self_service,,new,https://articulo.mercadolibre.com.ar/fake,512,Plus,1321646.0,False
MLA2218909499,iphone 15 plus 128gb oferta,1176120,ARS,Santa Fe,True,fulfillment,platinum,new,https://articulo.mercadolibre.com.ar/fake,128,Plus,1097874.0,False
MLA9405011929,iphone 15 plus 128gb,1222530,ARS,Mendoza,True,fulfillment,platinum,new,https://articulo.mercadolibre.com.ar/fake,128,Plus,1097874.0,False
MLA9916943084,iphone 15 pro max 128gb nuevo sellado,2414581,ARS,Salta,False,fulfillment,gold,new,https://articulo.mercadolibre.com.ar/fake,128,Pro Max,1367461.0,False
MLA5119810569,iphone 15 pro max 256gb libre,1445887,ARS,Salta,False,fulfillment,,new,https://articulo.mercadolibre.com.ar/fake,256,Pro Max,1718120.0,False
MLA3909404363,iphone 15 pro 256gb nuevo sellado,1555323,ARS,Córdoba,True,self_service,silver,new,https://articulo.mercadolibre.com.ar/fake,256,Pro,1495382.5,False
MLA5322731390,iphone 15 base 512gb nuevo sellado,1890128,ARS,Córdoba,False,fulfillment,silver,new,https://articulo.mercadolibre.com.ar/fake,512,Base,1425569.0,False
MLA8990075438,iphone 15 base 256gb garantia oficial,536809,ARS,Buenos Aires,True,self_service,silver,new,https://articulo.mercadolibre.com.ar/fake,256,Base,1040328.0,True
MLA7226685187,iphone 15 pro max 512gb full,1966449,ARS,Salta,False,fulfillment,platinum,new,https://articulo.mercadolibre.com.ar/fake,512,Pro Max,2094279.0,False
MLA1705167009,iphone 15 pro 256gb full,1481482,ARS,Córdoba,True,fulfillment,silver,new,https://articulo.mercadolibre.com.ar/fake,256,Pro,1495382.5,False
MLA5628006522,iphone 15 pro max 256gb libre,1728875,ARS,Salta,True,fulfillment,gold,new,https://articulo.mercadolibre.com.ar/fake,256,Pro Max,1718120.0,False
MLA9167834191,iphone 15 pro max 512gb full,1160447,ARS,CABA,True,fulfillment,silver,new,https://articulo.mercadolibre.com.ar/fake,512,Pro Max,2094279.0,True
MLA4394155817,iphone 15 pro 512gb envio gratis,1729525,ARS,Mendoza,False,fulfillment,silver,new,https://articulo.mercadolibre.com.ar/fake,512,Pro,1805847.5,False
MLA6552343353,iphone 15 plus 128gb full,1021908,ARS,CABA,False,fulfillment,silver,new,https://articulo.mercadolibre.com.ar/fake,128,Plus,1097874.0,False
MLA4130123953,iphone 15 base 256gb nuevo sellado,2272107,ARS,CABA,True,fulfillment,,new,https://articulo.mercadolibre.com.ar/fake,256,Base,1040328.0,False
MLA7020556685,iphone 15 base 128gb garantia oficial,953224,ARS,Santa Fe,True,fulfillment,platinum,new,https://articulo.mercadolibre.com.ar/fake,128,Base,899560.0,False
MLA5087834775,iphone 15 base 128gb garantia oficial,868607,ARS,CABA,False,fulfillment,platinum,new,https://articulo.mercadolibre.com.ar/fake,128,Base,899560.0,False
MLA6824201244,iphone 15 pro max 512gb full,2403867,ARS,CABA,False,self_service,gold,new,https://articulo.mercadolibre.com.ar/fake,512,Pro Max,2094279.0,False
MLA5319730213,iphone 15 pro max 512gb garantia oficial,2380667,ARS,Salta,True,fulfillment,,new,https://articulo.mercadolibre.com.ar/fake,512,Pro Max,2094279.0,False
MLA2726721419,iphone 15 pro max 256gb libre,1704416,ARS,Salta,True,fulfillment,,new,https://articulo.mercadolibre.com.ar/fake,256,Pro Max,1718120.0,False
MLA4418474316,iphone 15 plus 512gb full,1605750,ARS,Córdoba,True,self_service,silver,new,https://articulo.mercadolibre.com.ar/fake,512,Plus,1321646.0,False
MLA4615488368,iphone 15 pro 256gb,1649611,ARS,Mendoza,False,self_service,platinum,new,https://articulo.mercadolibre.com.ar/fake,256,Pro,1495382.5,False
MLA9370685496,iphone 15 plus 512gb envio gratis,1081073,ARS,Córdoba,True,self_service,gold,new,https://articulo.mercadolibre.com.ar/fake,512,Plus,1321646.0,False
MLA5320309474,iphone 15 base 256gb libre,1076311,ARS,Mendoza,False,fulfillment,platinum,new,https://articulo.mercadolibre.com.ar/fake,256,Base,1040328.0,False
MLA7019384094,iphone 15 pro max 512gb full,2303309,ARS,Santa Fe,True,fulfillment,,new,https://articulo.mercadolibre.com.ar/fake,512,Pro Max,2094279.0,False
MLA5821282654,iphone 15 base 256gb garantia oficial,1149534,ARS,Salta,True,self_service,platinum,new,https://articulo.mercadolibre.com.ar/fake,256,Base,1040328.0,False
MLA6958211946,iphone 15 plus 512gb nuevo sellado,3489358,ARS,CABA,False,fulfillment,gold,new,https://articulo.mercadolibre.com.ar/fake,512,Plus,1321646.0,False
MLA6056460572,iphone 15 plus 256gb oferta,2298467,ARS,Buenos Aires,True,fulfillment,silver,new,https://articulo.mercadolibre.com.ar/fake,256,Plus,1291797.0,False
MLA2689544715,iphone 15 base 256gb nuevo sellado,1027603,ARS,Buenos Aires,False,fulfillment,platinum,new,https://articulo.mercadolibre.com.ar/fake,256,Base,1040328.0,False
MLA9525016780,iphone 15 pro 512gb garantia oficial,1561182,ARS,CABA,True,self_service,,new,https://articulo.mercadolibre.com.ar/fake,512,Pro,1805847.5,False
MLA6517468185,iphone 15 plus 512gb full,1588906,ARS,Santa Fe,False,self_service,platinum,new,https://articulo.mercadolibre.com.ar/fake,512,Plus,1321646.0,False
MLA6645328439,iphone 15 plus 256gb,1380358,ARS,Mendoza,False,fulfillment,gold,new,https://articulo.mercadolibre.com.ar/fake,256,Plus,1291797.0,False
MLA1881427337,iphone 15 pro 512gb,1993919,ARS,Santa Fe,False,self_service,silver,new,https://articulo.mercadolibre.com.ar/fake,512,Pro,1805847.5,False
MLA6467436975,iphone 15 pro 512gb envio gratis,849065,ARS,Salta,False,self_service,gold,new,https://articulo.mercadolibre.com.ar/fake,512,Pro,1805847.5,True
MLA1024176878,iphone 15 pro 128gb garantia oficial,1131134,ARS,Buenos Aires,True,fulfillment,,new,https://articulo.mercadolibre.com.ar/fake,128,Pro,1285616.5,False
MLA7412344817,iphone 15 pro 256gb nuevo sellado,1625271,ARS,Salta,True,fulfillment,platinum,new,https://articulo.mercadolibre.com.ar/fake,256,Pro,1495382.5,False
MLA3264260965,iphone 15 pro 512gb,1914940,ARS,Salta,True,fulfillment,silver,new,https://articulo.mercadolibre.com.ar/fake,512,Pro,1805847.5,False
MLA4166128886,iphone 15 pro 512gb envio gratis,1809036,ARS,Santa Fe,False,fulfillment,platinum,new,https://articulo.mercadolibre.com.ar/fake,512,Pro,1805847.5,False
MLA7391034073,iphone 15 pro max 256gb garantia oficial,1728838,ARS,Córdoba,True,self_service,gold,new,https://articulo.mercadolibre.com.ar/fake,256,Pro Max,1718120.0,False
MLA4104083666,iphone 15 pro 128gb oferta,1473438,ARS,Mendoza,True,fulfillment,silver,new,https://articulo.mercadolibre.com.ar/fake,128,Pro,1285616.5,False
MLA4519565593,iphone 15 base 512gb full,1060376,ARS,Santa Fe,True,fulfillment,gold,new,https://articulo.mercadolibre.com.ar/fake,512,Base,1425569.0,False
MLA7716260374,iphone 15 pro max 128gb envio gratis,1348880,ARS,Salta,True,fulfillment,gold,new,https://articulo.mercadolibre.com.ar/fake,128,Pro Max,1367461.0,False
MLA5670447190,iphone 15 plus 128gb libre,500620,ARS,Mendoza,False,self_service,platinum,new,https://articulo.mercadolibre.com.ar/fake,128,Plus,1097874.0,True
MLA4077324933,iphone 15 pro 128gb,1167435,ARS,Buenos Aires,True,self_service,gold,new,https://articulo.mercadolibre.com.ar/fake,128,Pro,1285616.5,False
MLA8728409300,iphone 15 pro max 512gb garantia oficial,1919607,ARS,Santa Fe,False,self_service,platinum,new,https://articulo.mercadolibre.com.ar/fake,512,Pro Max,2094279.0,False
MLA6888212149,iphone 15 plus 256gb nuevo sellado,1344735,ARS,Santa Fe,True,fulfillment,,new,https://articulo.mercadolibre.com.ar/fake,256,Plus,1291797.0,False
MLA6635940589,iphone 15 pro 128gb nuevo sellado,1115163,ARS,Salta,True,fulfillment,gold,new,https://articulo.mercadolibre.com.ar/fake,128,Pro,1285616.5,False
MLA5574507518,iphone 15 base 256gb full,1184506,ARS,Santa Fe,True,self_service,gold,new,https://articulo.mercadolibre.com.ar/fake,256,Base,1040328.0,False
MLA8430949262,iphone 15 plus 128gb,1079029,ARS,CABA,True,fulfillment,,new,https://articulo.mercadolibre.com.ar/fake,128,Plus,1097874.0,False
MLA8131361448,iphone 15 pro 128gb nuevo sellado,1306688,ARS,Buenos Aires,False,fulfillment,,new,https://articulo.mercadolibre.com.ar/fake,128,Pro,1285616.5,False
MLA7409099442,iphone 15 base 256gb envio gratis,964786,ARS,Mendoza,True,fulfillment,platinum,new,https://articulo.mercadolibre.com.ar/fake,256,Base,1040328.0,False
MLA4049264537,iphone 15 plus 128gb,639462,ARS,Salta,False,self_service,,new,https://articulo.mercadolibre.com.ar/fake,128,Plus,1097874.0,True
MLA4054720335,iphone 15 plus 256gb oferta,1139446,ARS,Santa Fe,False,self_service,silver,new,https://articulo.mercadolibre.com.ar/fake,256,Plus,1291797.0,False
MLA3227112697,iphone 15 pro max 128gb envio gratis,1735669,ARS,Córdoba,True,self_service,platinum,new,https://articulo.mercadolibre.com.ar/fake,128,Pro Max,1367461.0,False
MLA4595369067,iphone 15 base 128gb oferta,1005040,ARS,CABA,False,self_service,gold,new,https://articulo.mercadolibre.com.ar/fake,128,Base,899560.0,False
MLA5514534712,iphone 15 pro 128gb oferta,1447064,ARS,Buenos Aires,True,self_service,platinum,new,https://articulo.mercadolibre.com.ar/fake,128,Pro,1285616.5,False
MLA8494623033,iphone 15 plus 512gb garantia oficial,756914,ARS,Santa Fe,True,self_service,platinum,new,https://articulo.mercadolibre.com.ar/fake,512,Plus,1321646.0,True
MLA6222960820,iphone 15 plus 512gb full,3909303,ARS,Salta,False,self_service,,new,https://articulo.mercadolibre.com.ar/fake,512,Plus,1321646.0,False
MLA4247922730,iphone 15 plus 512gb envio gratis,1005232,ARS,Salta,False,self_service,silver,new,https://articulo.mercadolibre.com.ar/fake,512,Plus,1321646.0,False
MLA7612720739,iphone 15 plus 128gb oferta,1247157,ARS,Salta,False,self_service,platinum,new,https://articulo.mercadolibre.com.ar/fake,128,Plus,1097874.0,False
MLA4754868399,iphone 15 pro 512gb nuevo sellado,1631619,ARS,Salta,False,self_service,platinum,new,https://articulo.mercadolibre.com.ar/fake,512,Pro,1805847.5,False
MLA1070209812,iphone 15 pro 512gb,2012662,ARS,Salta,False,fulfillment,,new,https://articulo.mercadolibre.com.ar/fake,512,Pro,1805847.5,False
MLA4427308252,iphone 15 plus 128gb full,1175272,ARS,Santa Fe,True,fulfillment,platinum,new,https://articulo.mercadolibre.com.ar/fake,128,Plus,1097874.0,False
MLA4707213867,iphone 15 plus 128gb nuevo sellado,939535,ARS,Santa Fe,True,fulfillment,gold,new,https://articulo.mercadolibre.com.ar/fake,128,Plus,1097874.0,False
